Id,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc,Duration,Favorite,Unnamed: 11
106,Ab Twist - Gethin Variation,"The cross-body sit-up is a bodyweight exercise targeting the ab muscles, the obliques and rectus abdominis or ""six-pack"" muscles in particular. It involves bringing the opposite-side knee and elbow together, usually alternating sides with each rep. It can be performed for time or reps as part of the ab-focused portion of any workout.",Strength,Abdominals,Other,Intermediate,8.0,Average,17,False,
107,Weighted Crunch - Gethin Variation,"The weighted sit-up is a more difficult version of a highly popular abdominal movement. The simple addition of a weight makes the sit-up far more difficult, providing a different stimulus to the core during training and helping build strong abs.",Strength,Abdominals,Other,Intermediate,3.0,Average,4,False,
108,Ab Wheel Roll-Out - Gethin Variation,"The ab wheel roll-out is an exercise targeting the abdominals, often with an inexpensive wheel device with a handle on either side. Many trainers and strength coaches claim it's one of, if no the best exercise for developing strength in the midsection. Beginners may have to start with a limited range of motion or just wheel planks.",Strength,Abdominals,Other,Intermediate,6.0,Average,2,False,
109,Bench crunch,"The bench crunch is a popular ab exercise performed lying on a bench. It is largely similar to the same exercise performed on the floor, but being able to press the lower back into the bench pad can help reinforce proper form and increase the burn in the abs. Like most crunch variations, it is usually performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Abdominals,Other,Intermediate,3.0,Average,2,False,
110,Decline plate sit-up twist,"The decline plate sit-up twist is a weighted core exercise that works the obliques and rectus abdominis or ""six pack"" muscles, as well as the deep core muscles. Weighted sit-up variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the core-focused portion of a workout.",Strength,Abdominals,Other,Intermediate,9.0,Average,19,False,
111,Reverse ab roll-out,"The reverse ab roll-out is an exercise targeting the abdominals. It's a twist on the ab wheel roll-out, and is similar to a body saw exercise, only performed on a foam roller. Instead of your arms moving and your lower body remaining stationary, your lower body moves and your arms remain stationary. Beginners may need to use a limited range of motion.",Strength,Abdominals,Other,Intermediate,7.0,Average,8,False,
112,30 Seated Twist With PVC Pipe,The seated bar twist is a core exercise aiming to strengthen the obliques.,Strength,Abdominals,Other,Intermediate,3.0,Average,9,False,
113,Suspended crunch-,"The suspended crunch is an abdominal exercise performed with the feet in the stirrups of a suspension strap system. It targets the muscles of the core, most prominently the rectus abdominis or ""six-pack"" muscles, but also taxes the shoulders and deep core muscles.",Strength,Abdominals,Other,Intermediate,8.0,Average,20,False,
114,Suspended oblique crunch,"The suspended oblique crunch is an abdominal exercise performed with the feet in the stirrups of a suspension strap system. It targets the muscles of the core, most prominently the obliques, but also the rectus abdominis or ""six-pack"" muscles, the shoulders, and deep core muscles.",Strength,Abdominals,Other,Intermediate,1.0,Average,8,False,
115,Weighted sit-up,"The weighted sit-up is a more difficult version of a highly popular abdominal movement. The simple addition of a weight makes the sit-up far more difficult, providing a different stimulus to the core during training and helping build strong abs.",Strength,Abdominals,Other,Intermediate,4.0,Average,12,False,
116,30 Decline Press Sit-Up,The decline bar press sit-up is a core and upper body exercise targeting the lower abdominals and shoulders.,Strength,Abdominals,Other,Intermediate,6.0,Average,9,False,
117,Holman Towel Reverse Plank Alternating Heel Pull-in,"""Hold a towel between your feet, engage abdominals, and lift heels off ground. Alternate pulling heel towards body while maintaining plank position.""",Strength,Abdominals,Other,Intermediate,5.0,Average,19,False,
118,Holman Boat with Weighted Cross Punch,"""Hold a weighted plate overhead with both hands, engage core, and perform a boat pose. Punch across your body, alternating sides, to target the abdominals.""",Strength,Abdominals,Other,Intermediate,4.0,Average,8,False,
119,Holman Weighted Hook Punch,"""Engage abs and hold a weighted object (e.g. medicine ball) at chest height. Rotate torso, punching hook motion with dominant arm while maintaining core stability.""",Strength,Abdominals,Other,Intermediate,7.0,Average,13,False,
120,Holman Weighted Traveling Punch,"Hold a weighted plate with both hands, punch your left leg as if traveling, rotate torso to engage abdominals, alternate sides.",Strength,Abdominals,Other,Intermediate,7.0,Average,9,False,
121,Holman Weighted Uppercut Punch,"""Contract abdominals, pivot on feet, and swiftly punch upwards while holding weighted bag or medicine ball, mimicking a uppercut motion to engage core muscles.""",Strength,Abdominals,Other,Intermediate,5.0,Average,8,False,
122,Holman Slow Weighted Double Pike,"Hold a weight between legs, then slowly lower into double pike position, engaging abdominals to maintain control. Pause, then slowly rise back up.",Strength,Abdominals,Other,Intermediate,6.0,Average,6,False,
123,Holman Plate Straight Plank Reach,"Hold a straight plank position, engage abdominals, and reach for a plate held by a partner, maintaining core control throughout the movement.",Strength,Abdominals,Other,Intermediate,3.0,Average,6,False,
124,Holman Plate Elbow Plank Jack to Straight Plank Jack,"""Hold an elbow plank position, then quickly jack legs apart and back together, transitioning into a straight plank. Repeat by alternating elbow and straight planks.""",Strength,Abdominals,Other,Intermediate,3.0,Average,1,False,
125,Holman Plate Hill Climber,"Hold a plate between your hands, arms straight, and lift your legs off the ground. Alternate bringing each knee up towards your chest while keeping abs engaged.",Strength,Abdominals,Other,Intermediate,2.0,Average,19,False,
126,Holman Plate Reverse Plank Hill Climber,"""Hold a reverse plank position on a plate, then lift feet off ground and climb legs up like a hill climber, engaging abdominals to control movement.""",Strength,Abdominals,Other,Intermediate,9.0,Average,13,False,
127,Holman Plate Straight Plank Pike to Jack,"""Hold a plate on your shoulders, engage core and slowly lower into a plank. From there, perform a pike by lifting legs straight back. Then, explosively lift knees to chest, immediately transitioning into a jack position.""",Strength,Abdominals,Other,Intermediate,1.0,Average,2,False,
128,Holman Plate In-and-Out Push-Up,"Perform a traditional push-up, then quickly lift and lower your legs to touch hands-to-feet, engaging abdominal muscles. Repeat rapidly.",Strength,Abdominals,Other,Intermediate,2.0,Average,6,False,
129,Holman Plate Burpee,"""Drop a weight plate between your feet, then perform a burpee, quickly returning to standing while maintaining control over the plate's movement.""",Strength,Abdominals,Other,Intermediate,9.0,Average,12,False,
130,Holman Plate Elbow Plank Reach,"Hold a plate overhead with both hands, engage core, and lift right arm towards left foot while keeping shoulders stable. Repeat on other side.",Strength,Abdominals,Other,Intermediate,9.0,Average,8,False,
131,Holman Elbow Plank to Renegade Row,"Hold a plank on elbows, engage abs, and lift top arm into a renegade row position, keeping shoulders down and core tight.",Strength,Abdominals,Other,Intermediate,5.0,Average,7,False,
132,Holman Straight Plank Weighted Hand Hill Climber,"""Hold a weighted hand hill climber between your hands, engage abs, and maintain straight line from head to heels for 30 seconds to 1 minute.""",Strength,Abdominals,Other,Intermediate,4.0,Average,7,False,
133,Holman Weighted Left Side Diagonal Pike,"""Hold weights in hands, engage core and step diagonally with left foot. Bend knees and lower body, keeping back straight, to perform a pike position.""",Strength,Abdominals,Other,Intermediate,5.0,Average,20,False,
134,Holman Weighted Right Side Diagonal Pike,"Lie on your left side, holding a weight with both hands, engage core and lift right leg, arm, and head into a diagonal pike while keeping hips stable.",Strength,Abdominals,Other,Intermediate,2.0,Average,15,False,
135,Holman Weighted W-Boat to Overhead Press,"Hold a weighted medicine ball, engage core muscles, and perform a ""W"" shape with body. Twist torso, then explosively press weight overhead while maintaining control.",Strength,Abdominals,Other,Intermediate,6.0,Average,11,False,
136,Holman Weighted Kneeling Lift,"Hold a weighted plate or kettlebell with both hands, kneel with feet hip-width apart, engage abdominals to lift weight off ground, pause, then lower slowly.",Strength,Abdominals,Other,Intermediate,1.0,Average,17,False,
137,Holman Hips-Up Weighted Pull-Over,"""Hold weighted plate overhead, engage abdominals, and lift torso off ground, squeezing obliques as you pull plate towards your hips.""",Strength,Abdominals,Other,Intermediate,8.0,Average,10,False,
138,Holman Weighted Cross Punch,"""Hold a weighted plate or medicine ball with both hands, then quickly shift weight between feet and punch across midsection, engaging core muscles.""",Strength,Abdominals,Other,Intermediate,6.0,Average,12,False,
139,Holman Straight-Leg Boat Hover Chest Press,"""Hold a kettlebell or weight plate overhead, arms straight and core engaged. Slowly lower into a hover position, maintaining control. Focus on abdominal contraction to stabilize, then press back up.""",Strength,Abdominals,Other,Intermediate,6.0,Average,18,False,
140,Holman Weighted Pike,"""Hold a weighted object between your legs, engage core and slowly lower into a pike position. Focus on controlled movement and slow return to standing.""",Strength,Abdominals,Other,Intermediate,7.0,Average,10,False,
141,Holman Feet-Elevated Wax-On Wax-Off,"Lying on a Swiss ball, lift feet 12 inches off floor. Engage abs to support lower back and slowly lift torso towards knees, squeezing abdominals at peak contraction.",Strength,Abdominals,Other,Intermediate,4.0,Average,4,False,
